Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Bracelet design (product.metafields.shopify.bracelet-design),Color (product.metafields.shopify.color-pattern),Dress occasion (product.metafields.shopify.dress-occasion),Dress style (product.metafields.shopify.dress-style),Earring design (product.metafields.shopify.earring-design),Fabric (product.metafields.shopify.fabric),Intimate apparel features (product.metafields.shopify.intimate-apparel-features),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Necklace design (product.metafields.shopify.necklace-design),Neckline (product.metafields.shopify.neckline),One-piece style (product.metafields.shopify.one-piece-style),Ring design (product.metafields.shopify.ring-design),Scarf/Shawl style (product.metafields.shopify.scarf-shawl-style),Size (product.metafields.shopify.size),Skirt/Dress length type (product.metafields.shopify.skirt-dress-length-type),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
soft-linen-saree-with-beautiful-embroidery,,,,,,,,,lemon,,,,,,,,,0.0,shopify,5,deny,manual,1900.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250711-WA0081.jpg?v=1752228888,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250711-WA0081.jpg?v=1752228888,kg,,1400.00,
soft-linen-saree-with-beautiful-embroidery,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250711-WA0069.jpg?v=1752228888,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soft-linen-saree-with-beautiful-embroidery,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250711-WA0072.jpg?v=1752228888,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soft-linen-saree-with-beautiful-embroidery,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250711-WA0079.jpg?v=1752228888,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soft-linen-saree-with-beautiful-embroidery,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250711-WA0080.jpg?v=1752228888,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soft-linen-saree-with-beautiful-embroidery,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250711-WA0071.jpg?v=1752228888,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soft-linen-saree-with-beautiful-embroidery,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250711-WA0075.jpg?v=1752228888,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soft-linen-saree-with-beautiful-embroidery,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250711-WA0074.jpg?v=1752228888,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soft-linen-saree-with-beautiful-embroidery,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250711-WA0077.jpg?v=1752228888,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soft-linen-saree-with-beautiful-embroidery,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250711-WA0076.jpg?v=1752228888,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soft-linen-saree-with-beautiful-embroidery,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250711-WA0078.jpg?v=1752228888,12,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soft-linen-saree-with-beautiful-embroidery,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250711-WA0082.jpg?v=1752228888,13,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soft-linen-saree-with-beautiful-embroidery,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250711-WA0083.jpg?v=1752228888,14,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soft-linen-saree-with-beautiful-embroidery,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250711-WA0068.jpg?v=1752228888,15,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soft-linen-saree-with-beautiful-embroidery,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250711-WA0070.jpg?v=1752228888,16,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soft-tissue-silk-peacock-brocade-paithani,Soft Tissue Silk Peacock Brocade Paithani,"<p><strong>Peacock Brocade Paithani</strong></p>
<p>Soft Tissue Silk<br>All-Over Jari<br>Top Pallu👌<br>Brocade Blouse<br>Premium Quality💯</p>",Nirchal,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Saris & Lehengas,Womens Sarees,"",true,Color,1,,,,,,,,,0.0,shopify,5,deny,manual,2200.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250711-WA0055.jpg?v=1752213672,1,"",false,,,,,,,,,,,,,,,,,,,,,,silk,,,,,,,,,,,,female,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250711-WA0056.jpg?v=1752213672,kg,,1700.00,active
soft-tissue-silk-peacock-brocade-paithani,,,,,,,,,2,,,,,,,,,0.0,shopify,5,deny,manual,2200.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250711-WA0054.jpg?v=1752213672,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250711-WA0057.jpg?v=1752213672,kg,,1700.00,
soft-tissue-silk-peacock-brocade-paithani,,,,,,,,,3,,,,,,,,,0.0,shopify,5,deny,manual,2200.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250711-WA0056.jpg?v=1752213672,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250711-WA0058.jpg?v=1752213672,kg,,1700.00,
soft-tissue-silk-peacock-brocade-paithani,,,,,,,,,4,,,,,,,,,0.0,shopify,5,deny,manual,2200.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250711-WA0057.jpg?v=1752213672,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250711-WA0059.jpg?v=1752213672,kg,,1700.00,
soft-tissue-silk-peacock-brocade-paithani,,,,,,,,,5,,,,,,,,,0.0,shopify,5,deny,manual,2200.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250711-WA0058.jpg?v=1752213672,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250711-WA0060.jpg?v=1752213672,kg,,1700.00,
soft-tissue-silk-peacock-brocade-paithani,,,,,,,,,6,,,,,,,,,0.0,shopify,5,deny,manual,2200.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250711-WA0059.jpg?v=1752213672,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250711-WA0061.jpg?v=1752213672,kg,,1700.00,
soft-tissue-silk-peacock-brocade-paithani,,,,,,,,,7,,,,,,,,,0.0,shopify,5,deny,manual,2200.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250711-WA0060.jpg?v=1752213672,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250711-WA0062.jpg?v=1752213672,kg,,1700.00,
soft-tissue-silk-peacock-brocade-paithani,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250711-WA0061.jpg?v=1752213672,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soft-tissue-silk-peacock-brocade-paithani,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250711-WA0062.jpg?v=1752213672,9,Blue saree with peacock designs on a table with colorful fabric in the background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heavy-rayon-ajrakh-printed-designer-chaniya-choli,Heavy Rayon Ajrakh Printed Designer Chaniya Choli,"<p><span style=""color: rgb(255, 0, 255);""><strong>Navratri Chaniya Choli</strong></span></p>
<p>Full Demand Ajrakh Printed Cut Paste Pattern With Reyon Chaniya Choli</p>
<p>6-7 Mtr Full Flair<br>Waist &amp; Length - 41</p>
<p>Heavy Rayon Fabric Ajrakh Printed Designer Elephant Cut Paste Chaniya Choli</p>
<p>Rayon Printed With Sequence Work Readymade Fancy Latkan Blouse<br>Blouse Size - (Upto 40)</p>
<p>Heavy Rayon Printed Full Size Dupatta With Sequence Work With Latkan<br></p>",Nirchal,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,Womens Lehenga Choli,"",true,Color,1,,,,,,,,,0.0,shopify,5,deny,manual,1800.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/chan20.webp?v=1752157744,1,"",false,,,,,,,,,,,,,,,,,,,,,,rayon,,,,,,,,,,,,female,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250710-WA0113.jpg?v=1752157744,kg,,1300.00,active
heavy-rayon-ajrakh-printed-designer-chaniya-choli,,,,,,,,,2,,,,,,,,,0.0,shopify,5,deny,manual,1800.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/chan19.webp?v=1752157744,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/chan19.webp?v=1752157744,kg,,1300.00,
heavy-rayon-ajrakh-printed-designer-chaniya-choli,,,,,,,,,3,,,,,,,,,0.0,shopify,5,deny,manual,1800.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250710-WA0113.jpg?v=1752157744,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250710-WA0111.jpg?v=1752157744,kg,,1300.00,
heavy-rayon-ajrakh-printed-designer-chaniya-choli,,,,,,,,,4,,,,,,,,,0.0,shopify,5,deny,manual,1800.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250710-WA0112.jpg?v=1752157744,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250710-WA0110.jpg?v=1752157744,kg,,1300.00,
heavy-rayon-ajrakh-printed-designer-chaniya-choli,,,,,,,,,5,,,,,,,,,0.0,shopify,5,deny,manual,1800.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250710-WA0111.jpg?v=1752157744,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250710-WA0109.jpg?v=1752157744,kg,,1300.00,
heavy-rayon-ajrakh-printed-designer-chaniya-choli,,,,,,,,,6,,,,,,,,,0.0,shopify,5,deny,manual,1800.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250710-WA0110.jpg?v=1752157744,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250710-WA0108.jpg?v=1752157744,kg,,1300.00,
heavy-rayon-ajrakh-printed-designer-chaniya-choli,,,,,,,,,7,,,,,,,,,0.0,shopify,5,deny,manual,1800.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250710-WA0109.jpg?v=1752157744,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250710-WA0107.jpg?v=1752157744,kg,,1300.00,
heavy-rayon-ajrakh-printed-designer-chaniya-choli,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250710-WA0108.jpg?v=1752157744,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heavy-rayon-ajrakh-printed-designer-chaniya-choli,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250710-WA0107.jpg?v=1752157744,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
premium-sartin-with-digital-print-figure-design-chaniya-choli,Premium Sartin With Digital Print Figure Design Chaniya Choli,"<p>Digital Print Chaniya Choli</p>
<p>Premium Sartin With Digital Print Figure Design Chaniya Choli With Stone Diamond Stick With Readymade Mirror and Stone Blouse and Heavy Dupatta</p>
<p>Heavy Sartin Digital Fabric<br>7-8 Meter Flair</p>
<p>Chaniya Waist - 42<br>Length - 40<br>Heavy Digital Print Dupatta </p>
<p>4000 Stone Real Mirror Sticking</p>
<p>Original Mirror And Stone Diamond Stick in All Over Chaniya Choli<br></p>",Nirchal,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,Womens Lehenga Choli,"",true,Color,1,,,,,,,,,0.0,shopify,5,deny,manual,2100.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/chan21.webp?v=1752158283,1,"",false,,,,,,,,,,,,,,,,,,,,,,satin,,,,,,,,,,,,female,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250710-WA0100.jpg?v=1752158283,kg,,1600.00,active
premium-sartin-with-digital-print-figure-design-chaniya-choli,,,,,,,,,2,,,,,,,,,0.0,shopify,5,deny,manual,2100.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/chan23.webp?v=1752158283,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250710-WA0099.jpg?v=1752158283,kg,,1600.00,
premium-sartin-with-digital-print-figure-design-chaniya-choli,,,,,,,,,3,,,,,,,,,0.0,shopify,5,deny,manual,2100.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250710-WA0100.jpg?v=1752158283,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250710-WA0098.jpg?v=1752158283,kg,,1600.00,
premium-sartin-with-digital-print-figure-design-chaniya-choli,,,,,,,,,4,,,,,,,,,0.0,shopify,5,deny,manual,2100.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250710-WA0099.jpg?v=1752158283,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250710-WA0097.jpg?v=1752158283,kg,,1600.00,
premium-sartin-with-digital-print-figure-design-chaniya-choli,,,,,,,,,5,,,,,,,,,0.0,shopify,5,deny,manual,2100.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250710-WA0098.jpg?v=1752158283,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250710-WA0096.jpg?v=1752158283,kg,,1600.00,
premium-sartin-with-digital-print-figure-design-chaniya-choli,,,,,,,,,6,,,,,,,,,0.0,shopify,5,deny,manual,2100.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250710-WA0097.jpg?v=1752158283,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/chan21.webp?v=1752158283,kg,,1600.00,
premium-sartin-with-digital-print-figure-design-chaniya-choli,,,,,,,,,7,,,,,,,,,0.0,shopify,5,deny,manual,2100.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250710-WA0096.jpg?v=1752158283,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250710-WA0101.jpg?v=1752158283,kg,,1600.00,
premium-sartin-with-digital-print-figure-design-chaniya-choli,,,,,,,,,8,,,,,,,,,0.0,shopify,5,deny,manual,2100.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250710-WA0101.jpg?v=1752158283,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250710-WA0104.jpg?v=1752158283,kg,,1600.00,
premium-sartin-with-digital-print-figure-design-chaniya-choli,,,,,,,,,9,,,,,,,,,0.0,shopify,5,deny,manual,2100.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250710-WA0102.jpg?v=1752158283,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250710-WA0103.jpg?v=1752158283,kg,,1600.00,
premium-sartin-with-digital-print-figure-design-chaniya-choli,,,,,,,,,10,,,,,,,,,0.0,shopify,5,deny,manual,2100.00,,true,true,"",https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250710-WA0103.jpg?v=1752158283,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250710-WA0105.jpg?v=1752158283,kg,,1600.00,
premium-sartin-with-digital-print-figure-design-chaniya-choli,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250710-WA0104.jpg?v=1752158283,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
premium-sartin-with-digital-print-figure-design-chaniya-choli,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/1829/2053/files/IMG-20250710-WA0105.jpg?v=1752158283,12,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
